apprehension_date,apprehension_state,apprehension_aor,final_program,final_program_group,apprehension_method,apprehension_criminality,case_status,case_category,departed_date,departure_country,final_order_yes_no,final_order_date,birth_year,citizenship_country,gender,apprehension_site_landmark,unique_identifier,apprehension_date_time,duplicate_likely,file_original,sheet_original,row_original
2025-10-06,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8G] Expedited Removal - Credible Fear Referral,,,NO,,2003,RUSSIA,Male,"CIP GENERAL AREA, NON-SPECIFIC",2225d328e0f1980618652d3f8ed8f37dca8a5ec0,2025-10-06 15:32:51 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,49582
2025-10-06,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8F] Expedited Removal,,,YES,2025-10-08,1986,BANGLADESH,Male,"CIP GENERAL AREA, NON-SPECIFIC",3a822e877320c36fc97151437bc14ab0fc376319,2025-10-06 16:15:09 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,84909
2025-10-06,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1986,"CHINA, PEOPLES REPUBLIC OF",Male,"NDD - 26 FEDERAL PLAZA NY, NY",d5e6ce8648f4920548067d84bfbcbf32ac074f31,2025-10-06 16:19:02 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,310805
2025-10-06,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1995,ECUADOR,Male,"NDD - 26 FEDERAL PLAZA NY, NY",b2bf1f2422e1a195dc75fe97384f3a57223a33f7,2025-10-06 16:46:33 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,259440
2025-10-06,NEW YORK,New York City Area of Responsibility,Detention and Deportation,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1989,GEORGIA,Male,"NDD - 26 FEDERAL PLAZA NY, NY",4cc8bfed258f4ba14d35b47392256312dc8bf3c5,2025-10-06 17:03:59 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,111532
2025-10-06,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8G] Expedited Removal - Credible Fear Referral,,,YES,2024-12-27,2000,BANGLADESH,Male,"CIP GENERAL AREA, NON-SPECIFIC",3b7c178aebb1a5dec943ab08f77ebf1de6b665b5,2025-10-06 17:04:54 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,86310
2025-10-06,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2016-07-06,1992,EL SALVADOR,Male,"CIP GENERAL AREA, NON-SPECIFIC",42df3f4773ff98ca904b0ced92fec00a7b45298c,2025-10-06 18:43:30 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,97073
2025-10-06,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1981,MEXICO,Male,"NDD - 26 FEDERAL PLAZA NY, NY",4ef152404ae9901923269d677411211436a3011e,2025-10-06 19:06:36 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,114724
2025-10-06,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8A] Excludable / Inadmissible - Hearing Not Commenced,,,NO,,1978,GUATEMALA,Male,FUGITIVE OPERATIONS NY STATE,40bf1c766120057acb424fc539428b0569e7dc32,2025-10-06 19:36:03 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,93953
2025-10-06,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1997,HONDURAS,Male,FUGITIVE OPERATIONS NY STATE,47d15f63132cde0be7801162c58ea84e1782300e,2025-10-06 22:07:32 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,104318
2025-10-06,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2004,DOMINICAN REPUBLIC,Male,"NDD - 26 FEDERAL PLAZA NY, NY",c32fb30428caf87a1ba7d6b0e106a62dce321661,2025-10-06 22:25:51 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,283691
2025-10-06,NEW YORK,New York City Area of Responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1979,"CHINA, PEOPLES REPUBLIC OF",Male,"CIP GENERAL AREA, NON-SPECIFIC",d1a44bb2e0499f307c9b946c4347585f4730adc0,2025-10-06 22:33:26 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,304520
2025-10-06,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,ACTIVE,[16] Reinstated Final Order,,,YES,2006-01-06,1988,HONDURAS,Male,"CIP GENERAL AREA, NON-SPECIFIC",5e35e01560c3bf37fa727721557bfea033d403a5,2025-10-06 23:38:53 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,136734
2025-10-07,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,Custodial Arrest,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2025-10-11,MEXICO,YES,2025-05-20,1959,MEXICO,Male,WENDE CORRECTIONAL FACILITY,1c46d8904e3a3de7865c57e67d71d1ae8d38b60c,2025-10-07 06:31:26 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,41213
2025-10-07,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,Custodial Arrest,1 Convicted Criminal,ACTIVE,[11] Administrative Deportation / Removal,,,YES,2003-07-02,1969,CUBA,Male,WENDE CORRECTIONAL FACILITY,d6820da132e705ad3479d78b90b0f3034acb68df,2025-10-07 06:38:45 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,311674
2025-10-07,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1988,NICARAGUA,Male,"CIP GENERAL AREA, NON-SPECIFIC",58563acd1f577d9537411db4ffd529f25b644d0f,2025-10-07 07:40:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,128264
2025-10-07,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,ACTIVE,[8G] Expedited Removal - Credible Fear Referral,,,NO,,1991,ECUADOR,Male,MONROE COUNTY,b9b24289c30d2573c5a1673e00121edbe6b2a631,2025-10-07 08:24:59 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,269718
2025-10-07,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-07-14,2004,EL SALVADOR,Male,"CIP GENERAL AREA, NON-SPECIFIC",153d760ddac264ac4985e2feef9b40580aa72c7b,2025-10-07 08:50:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,30856
2025-10-07,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1985,ECUADOR,Male,FUGITIVE OPERATIONS NY STATE,f6e33f64de4b52e5cc7798208ee9af8755914374,2025-10-07 09:20:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,358301
2025-10-07,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8H] Expedited Removal - Status Claim Referral,,,YES,2016-03-09,1985,ECUADOR,Male,FUGITIVE OPERATIONS NY STATE,f84db42061b0383549369a719fa31ce577a3f5c4,2025-10-07 09:20:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,360355
2025-10-07,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,1 Convicted Criminal,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2015-11-05,1978,MEXICO,Male,"NDD - 26 FEDERAL PLAZA NY, NY",ddc6da0930ce5f5c96c471f52019bb0698b12939,2025-10-07 09:26:30 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,322204
2025-10-07,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2024-08-27,1966,"CHINA, PEOPLES REPUBLIC OF",Male,"NDD - 26 FEDERAL PLAZA NY, NY",1b3cf583793604beb78033958c00cf1d13ccca34,2025-10-07 09:36:31 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,39686
2025-10-07,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1986,GUATEMALA,Male,"CIP GENERAL AREA, NON-SPECIFIC",c0563161269f69360d055a7f9ce7caeab7b38643,2025-10-07 10:02:37 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,279532
2025-10-07,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1987,NICARAGUA,Male,ONONDAGA COUNTY,a0d88e323e6731ed19fe19611d3d301ac8ccb9d6,2025-10-07 10:25:47 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,233553
2025-10-07,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1985,GEORGIA,Female,"NDD - 26 FEDERAL PLAZA NY, NY",5b9200fd5209684418c5b3ec11ade57dfb4a3972,2025-10-07 10:36:34 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,132924
2025-10-07,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[11] Administrative Deportation / Removal,,,YES,2019-07-30,2000,MEXICO,Male,NIAGARA COUNTY,6fbb8d0e340d206ed6144721f8de8e7688babfdd,2025-10-07 10:41:23 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,162048
2025-10-07,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2004-03-22,1974,INDIA,Male,"NDD - 26 FEDERAL PLAZA NY, NY",afa2800703b343051658ba8f299a2f3cc6373dbd,2025-10-07 11:56:31 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,254987
2025-10-07,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[2A] Deportable - Under Adjudication by IJ,,,NO,,1996,PAKISTAN,Male,"CIP GENERAL AREA, NON-SPECIFIC",f863df97edac5a62445a77dfba7c925745d1668b,2025-10-07 12:00:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,360475
2025-10-07,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1992,NICARAGUA,Male,ERIE COUNTY,8ad99ae6be2eaa93938120f088ae7e8b130df02c,2025-10-07 13:09:32 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,201543
2025-10-07,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1984,PANAMA,Male,ERIE COUNTY,86132f669d6b5c2dfed198fbc36a4afa541042d0,2025-10-07 13:10:50 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,194516
2025-10-07,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[2A] Deportable - Under Adjudication by IJ,,,NO,,1998,MEXICO,Male,"NDD - 26 FEDERAL PLAZA NY, NY",e7d5880fab535c63a452104edc9833382148f4c9,2025-10-07 13:12:18 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,336765
2025-10-07,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-04-15,1992,ECUADOR,Male,ERIE COUNTY,a071920001b8c22734ecbe06d1add4e1a651c82d,2025-10-07 13:22:35 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,232951
2025-10-07,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2000,BANGLADESH,Male,ERIE COUNTY,4f7946d19b67599f2c6f5e73366d82e457d9c41e,2025-10-07 13:25:26 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,115461
2025-10-07,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8G] Expedited Removal - Credible Fear Referral,,,NO,,2003,ECUADOR,Female,"CIP GENERAL AREA, NON-SPECIFIC",5177d93f36403c204784b6d9da07d4f42726f442,2025-10-07 13:30:38 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,118308
2025-10-07,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2005,VENEZUELA,Male,ERIE COUNTY,4f927db361f5f0f44c34a6b36ece2f18faeaceba,2025-10-07 14:10:56 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,115603
2025-10-07,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2025-10-14,DOMINICAN REPUBLIC,YES,2008-08-28,1987,DOMINICAN REPUBLIC,Unknown,"CIP GENERAL AREA, NON-SPECIFIC",5b47063e80c679b6298cb6ab91a70480d5112aaa,2025-10-07 14:20:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,132484
2025-10-07,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8G] Expedited Removal - Credible Fear Referral,,,NO,,1965,ECUADOR,Male,"CIP GENERAL AREA, NON-SPECIFIC",a88d1a0aa6d6f83609982e4f5831c9035b88f9d0,2025-10-07 14:30:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,244767
2025-10-07,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8K] Expedited Removal Terminated due to Credible Fear Finding / NTA Issued,,,NO,,1993,PERU,Female,"CIP GENERAL AREA, NON-SPECIFIC",9c91cc4f9889e41ff5f569b62fdf8fbbde43d4b2,2025-10-07 15:22:33 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,227232
2025-10-07,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1980,MEXICO,Male,"NDD - 26 FEDERAL PLAZA NY, NY",2adba2519e619648f55d892dace7a300e70f09c2,2025-10-07 17:00:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,62214
2025-10-07,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8G] Expedited Removal - Credible Fear Referral,2025-10-15,COLOMBIA,YES,2025-10-08,1981,COLOMBIA,Male,"CIP GENERAL AREA, NON-SPECIFIC",171c1fa568ff8250aabcebd856e5069ad3a6d76a,2025-10-07 17:11:36 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,33677
2025-10-07,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1977,ECUADOR,Male,FUGITIVE OPERATIONS NY STATE,f0d5b166bcd9aff565647cfaf4b544e61b71e617,2025-10-07 21:22:30 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,349662
2025-10-08,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,E-Charging Document Canceled by ICE,[8A] Excludable / Inadmissible - Hearing Not Commenced,,,NO,,1984,NICARAGUA,Male,"CIP GENERAL AREA, NON-SPECIFIC",19caf6a8a743c02dba2f996d4d98efb14e25ae0c,2025-10-08 06:35:00 UTC,TRUE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,37535
2025-10-08,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,NO,,1985,EL SALVADOR,Male,"CIP GENERAL AREA, NON-SPECIFIC",c8b1be5b20db707bd7ca0c500e38b1fa7b5993b6,2025-10-08 07:25:10 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,291570
2025-10-08,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2005-10-14,1983,EL SALVADOR,Male,"CIP GENERAL AREA, NON-SPECIFIC",99db021ff9f4055e25f44065fa9bacd366fbf422,2025-10-08 07:30:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,223316
2025-10-08,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1970,GUATEMALA,Male,"CIP GENERAL AREA, NON-SPECIFIC",08dd7456ca250150fbc04920e94640f741e160ba,2025-10-08 07:50:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,12905
2025-10-08,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2023-04-17,1997,VENEZUELA,Male,FUGITIVE OPERATIONS NY STATE,49bc4353399b766ad49301dd374e17c92e92cb2c,2025-10-08 08:00:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,107100
2025-10-08,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1984,GUATEMALA,Male,"CIP GENERAL AREA, NON-SPECIFIC",6ad43f82e87b39bf67be23e12903bc200384821a,2025-10-08 08:00:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,154868
2025-10-08,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[1A] Voluntary Departure - Un-Expired and Un-Extended Departure Period,,,NO,,1984,ECUADOR,Male,COLUMBIA COUNTY,7d05f6505057652812f57101d16430d2db5727e3,2025-10-08 08:52:06 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,181515
2025-10-08,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[1A] Voluntary Departure - Un-Expired and Un-Extended Departure Period,,,NO,,1997,ECUADOR,Male,COLUMBIA COUNTY,d22f98a73257aa40e4bf6621041a6148f5d03979,2025-10-08 09:16:56 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,305318
2025-10-08,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[1A] Voluntary Departure - Un-Expired and Un-Extended Departure Period,,,NO,,1992,ECUADOR,Male,COLUMBIA COUNTY,44a7ac5ad5b349961f657def760e17f25ee1e7a1,2025-10-08 09:26:07 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,99613
2025-10-08,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2001,DOMINICAN REPUBLIC,Male,SARATOGA COUNTY,44376abf2e83dfbc723a353508c615f4557b3374,2025-10-08 09:41:16 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,98983
2025-10-08,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,Custodial Arrest,1 Convicted Criminal,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1983,GUATEMALA,Female,ALBION CORRECTIONAL FACILITY,ebc15985c91eaac7f7a439d5e1207ef82c9786b4,2025-10-08 09:57:52 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,342302
2025-10-08,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1996,VENEZUELA,Male,ONONDAGA COUNTY,83ece70df4026813186633edae0302b499fb60c7,2025-10-08 10:00:15 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,191453
2025-10-08,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2024-03-13,1999,BANGLADESH,Male,FUGITIVE OPERATIONS NY STATE,896ff4d04ed791cee4689846ec01b1cf8c522d8b,2025-10-08 10:08:03 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,199490
2025-10-08,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-10-02,1994,ECUADOR,Female,ATD NY STATE,e9c7eaf2a047026652ec80e73b600b6ddc00b7c1,2025-10-08 10:12:43 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,339586
2025-10-08,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8A] Excludable / Inadmissible - Hearing Not Commenced,,,NO,,1978,VENEZUELA,Male,ONONDAGA COUNTY,cc792cc6a63996ceeaa0b1a8c582bb5daa103f56,2025-10-08 10:36:54 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,297021
2025-10-08,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-10-02,2013,ECUADOR,Female,ATD NY STATE,bfa8dba37106b9180eeb30c7f2014939b07eee3e,2025-10-08 10:47:36 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,278525
2025-10-08,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[2A] Deportable - Under Adjudication by IJ,,,NO,,1984,BANGLADESH,Female,ERIE COUNTY,629b40968b25e4edfbe2905c4543ee32fc194870,2025-10-08 10:52:02 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,142921
2025-10-08,NEW YORK,New York City Area of Responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-10-07,2003,PERU,Male,"NDD - 26 FEDERAL PLAZA NY, NY",42fd158944cd8d7287e71645831b211ca068c3f1,2025-10-08 11:06:28 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,97231
